ª¬ºA,©m¦W,¦~«×,¥X¼Æ,¥´®u,¥´¼Æ,¥´ÂI,±o¤À,¦w¥´,¤@¦w,¤G¦w,¤T¦w,¥þÂS¥´,³Q¤T®¶,µsÂS,¥´À»²v,¤WÂS²v,ªø¥´²v,«O°e,¬G·N¥|Ãa,Ä²¨­²y
°h§Ð,Âö¾ð¤ì,1997,79,249,227,23,26,43,31,10,0,2,56,11,0.189,0.241,0.26,11,0,5
°h§Ð,¤ý®f¯E,1997,79,221,197,16,17,49,38,11,0,0,38,3,0.249,0.315,0.305,17,1,2
°h§Ð,®}¾ã·í,1997,79,268,246,19,14,62,54,8,0,0,22,3,0.252,0.292,0.285,12,0,2
°h§Ð,¶ø¤O°¶,1997,78,324,273,81,56,85,49,11,0,25,65,0,0.311,0.388,0.626,36,4,3
°h§Ð,Ã¹¥@©¯,1997,78,292,257,33,32,77,53,19,0,5,61,3,0.3,0.376,0.432,27,1,5
°h§Ð,¾G¤å½å,1997,77,239,205,21,30,48,32,10,2,4,50,18,0.234,0.323,0.361,25,0,2
°h§Ð,ªLµbÃv,1997,73,326,274,28,41,75,59,13,0,3,38,12,0.274,0.373,0.354,38,2,6
°h§Ð,¤ý¸t¹ý,1997,72,175,153,16,17,31,22,8,0,1,48,0,0.203,0.291,0.275,18,0,1
°h§Ð,ªL©É§»,1997,71,220,194,20,24,40,25,11,2,2,51,5,0.206,0.274,0.314,18,0,0
°h§Ð,³¯¬±¨k,1997,71,129,121,12,16,23,15,7,0,1,27,10,0.19,0.227,0.273,6,0,0
°h§Ð,¦ó?¤Z,1997,70,204,179,21,19,39,30,7,1,1,45,9,0.218,0.289,0.285,17,0,1
°h§Ð,³¯¤j¶¶,1997,70,208,191,25,15,44,31,6,1,6,42,2,0.23,0.29,0.366,16,0,0
°h§Ð,¬x¥¿´Ü,1997,70,176,148,17,22,27,22,3,1,1,38,3,0.182,0.276,0.236,19,0,1
°h§Ð,±i®a»¨,1997,70,177,157,8,18,30,24,3,2,1,33,1,0.191,0.278,0.255,18,0,1
°h§Ð,³¯·ç©÷,1997,69,217,193,17,21,50,41,8,0,1,33,2,0.259,0.324,0.316,14,0,5
°h§Ð,³Ç®¦,1997,69,278,244,39,43,63,36,14,1,12,57,0,0.258,0.332,0.471,26,4,2
°h§Ð,·¨·Ô°ó,1997,67,150,141,11,15,34,29,3,0,2,44,5,0.241,0.27,0.305,3,0,3
°h§Ð,§f¤å¥Í,1997,67,177,154,6,19,32,25,6,0,1,22,2,0.208,0.282,0.266,15,0,1
°h§Ð,¥d·ç©Ô,1997,67,276,260,40,31,86,63,18,1,4,50,2,0.331,0.358,0.454,11,2,1
°h§Ð,±i¨ó¶i,1997,66,201,196,22,13,50,34,13,0,3,40,1,0.255,0.263,0.367,1,0,1
°h§Ð,ªôÄQ¼ý,1997,64,130,121,9,11,28,23,3,1,1,29,0,0.231,0.271,0.298,5,0,2
°h§Ð,±i¤å©v,1997,64,246,205,28,31,55,39,12,2,2,53,1,0.268,0.37,0.376,35,1,0
°h§Ð,§d­õ©v,1997,64,163,148,16,15,35,29,4,2,0,32,2,0.236,0.29,0.291,12,0,0
°h§Ð,±i«Ø¾±,1997,64,144,131,13,18,30,25,3,1,1,28,4,0.229,0.266,0.29,6,0,1
°h§Ð,¯Õ°·½÷,1997,62,64,54,1,9,7,7,0,0,0,25,6,0.13,0.242,0.13,7,0,1
°h§Ð,¾|»«,1997,62,234,221,23,22,69,44,22,1,2,37,1,0.312,0.345,0.448,8,1,3
°h§Ð,³¯ª÷­Z,1997,60,210,189,29,31,56,38,11,0,7,25,3,0.296,0.333,0.466,13,1,0
°h§Ð,·R¤O¥Í,1997,59,190,155,23,30,49,25,17,0,7,37,1,0.316,0.407,0.561,20,2,5
°h§Ð,¯«¯u¤ô,1997,59,234,215,26,38,63,50,6,3,4,23,4,0.293,0.336,0.405,12,0,3
°h§Ð,¼ï·ç¶¯,1997,56,40,38,2,9,8,7,0,1,0,10,3,0.211,0.231,0.263,0,0,1
°h§Ð,±iÄ£ÄË,1997,56,195,171,21,24,47,35,8,1,3,19,10,0.275,0.335,0.386,17,2,0
°h§Ð,³¯«Â¦¨,1997,56,177,158,18,21,33,25,6,0,2,17,1,0.209,0.276,0.285,13,0,2
°h§Ð,©P¼w½å,1997,52,128,115,13,11,31,25,5,0,1,36,1,0.27,0.331,0.339,10,0,1
°h§Ð,¶À¦Û±j,1997,52,125,116,7,17,23,20,2,1,0,21,2,0.198,0.244,0.233,7,0,0
°h§Ð,§d«ä½å,1997,52,149,139,13,19,31,23,6,0,2,21,1,0.223,0.257,0.309,6,0,1
°h§Ð,ªL¥ú¤¤,1997,49,56,51,7,7,8,6,1,0,1,21,1,0.157,0.204,0.235,3,0,0
°h§Ð,­Jªø»¨,1997,48,30,21,0,12,1,1,0,0,0,2,3,0.048,0.13,0.048,1,0,1
°h§Ð,¹ù±Ó¶¯,1997,47,196,172,40,36,55,36,11,0,8,29,4,0.32,0.393,0.523,21,0,1
°h§Ð,§õÁo´I,1997,46,172,159,19,21,40,27,7,0,6,36,2,0.252,0.298,0.409,9,1,2
°h§Ð,¤ý¥úº³,1997,44,176,165,18,16,50,41,5,1,3,26,0,0.303,0.331,0.4,7,0,0
°h§Ð,©_«Â,1997,44,179,153,19,30,50,37,11,1,1,20,3,0.327,0.382,0.431,15,2,0
°h§Ð,ªkÄõ§J,1997,43,159,134,32,31,57,38,10,1,8,27,5,0.425,0.497,0.694,18,1,3
°h§Ð,³¯°õ«H,1997,43,172,155,18,22,45,31,11,0,3,13,1,0.29,0.343,0.419,13,0,0
°h§Ð,´¿¶Q³¹,1997,43,194,171,36,28,63,42,15,0,6,18,7,0.368,0.424,0.561,17,1,1
°h§Ð,¥Õ©ø¥°,1997,43,144,130,6,8,30,26,3,0,1,23,1,0.231,0.279,0.277,7,0,2
°h§Ð,»u§Ó»·,1997,40,151,132,20,20,47,35,6,0,6,15,0,0.356,0.423,0.538,12,0,4
°h§Ð,Ã¹º~,1997,38,123,105,16,23,34,22,8,3,1,14,8,0.324,0.418,0.486,14,1,3
°h§Ð,ªLÂE»·,1997,36,119,107,20,12,27,16,7,0,4,22,2,0.252,0.294,0.43,6,0,2
°h§Ð,¿à±R¥ú,1997,36,51,48,2,5,6,4,2,0,0,13,1,0.125,0.143,0.167,1,0,0
°h§Ð,¶À«T³Ç,1997,36,94,84,7,10,17,14,3,0,0,11,0,0.202,0.233,0.238,4,0,0
°h§Ð,¬x±Ò®p,1997,35,109,102,10,5,22,17,4,0,1,27,2,0.216,0.259,0.284,5,1,1
°h§Ð,®iÀs,1997,34,133,111,33,17,35,16,8,0,11,30,0,0.315,0.415,0.685,14,3,5
°h§Ð,¦ã§J¯S,1997,34,95,90,11,11,24,15,5,0,4,25,2,0.267,0.283,0.456,2,0,0
°h§Ð,³¯¤å»«,1997,34,103,96,17,10,23,15,5,0,3,27,0,0.24,0.277,0.385,5,0,0
°h§Ð,³¯«Û¦¨,1997,33,100,89,8,2,16,15,0,1,0,18,1,0.18,0.253,0.202,8,0,1
°h§Ð,ÁÂ©_¾±,1997,33,76,73,4,17,19,15,4,0,0,7,5,0.26,0.28,0.315,2,0,0
°h§Ð,¤j½Ã,1997,32,126,112,12,15,34,27,4,1,2,17,2,0.304,0.363,0.411,10,0,1
°h§Ð,§õ¤å¶Ç,1997,32,45,39,1,7,6,4,2,0,0,7,0,0.154,0.214,0.205,3,0,0
°h§Ð,ÅK¥¬­m,1997,31,124,108,16,18,35,21,12,0,2,15,2,0.324,0.382,0.491,12,1,0
°h§Ð,«Â®æ,1997,29,129,104,24,21,38,20,13,0,5,20,2,0.365,0.488,0.635,22,0,3
°h§Ð,¹ù­z¤¯,1997,27,47,43,4,6,9,6,1,0,2,15,0,0.209,0.244,0.372,2,0,0
°h§Ð,°¶¤O,1997,26,95,78,6,9,18,13,2,0,3,22,1,0.231,0.355,0.372,13,2,2
°h§Ð,½²Â×¦w,1997,26,42,39,0,1,3,2,1,0,0,14,2,0.077,0.122,0.103,2,0,0
°h§Ð,¤ý«T­¦,1997,24,71,64,7,7,23,20,3,0,0,3,0,0.359,0.382,0.406,3,0,0
°h§Ð,¨H«T©¾,1997,24,47,42,2,4,9,8,0,1,0,2,0,0.214,0.298,0.262,4,0,1
°h§Ð,»¨¥ß·~,1997,23,69,67,5,5,14,10,2,0,2,18,3,0.209,0.221,0.328,1,0,0
°h§Ð,±iÞ³,1997,23,28,27,0,4,3,3,0,0,0,9,0,0.111,0.143,0.111,1,0,0
°h§Ð,§d«T½å,1997,23,45,43,2,8,10,9,0,0,1,7,2,0.233,0.25,0.302,1,0,0
°h§Ð,³¯«T´¼,1997,21,23,20,4,4,5,4,0,0,1,5,0,0.25,0.348,0.4,3,0,0
°h§Ð,±j´µ,1997,19,77,63,12,11,14,8,2,0,4,22,2,0.222,0.324,0.444,9,3,1
°h§Ð,¦ó¨}§Ó,1997,19,26,25,0,2,4,4,0,0,0,3,0,0.16,0.192,0.16,1,0,0
°h§Ð,¤ý«O¤å,1997,18,18,17,0,1,1,1,0,0,0,2,0,0.059,0.111,0.059,1,0,0
°h§Ð,°ªµn,1997,16,51,49,12,5,14,6,6,0,2,16,1,0.286,0.314,0.531,2,0,0
°h§Ð,ªL¦Ê¦ë,1997,16,18,14,3,0,5,5,0,0,0,3,0,0.357,0.5,0.357,3,0,1
°h§Ð,§dÁnªZ,1997,16,14,13,2,1,4,3,1,0,0,5,0,0.308,0.357,0.385,1,0,0
°h§Ð,§f¹Å©ú,1997,15,18,18,0,0,3,3,0,0,0,2,0,0.167,0.167,0.167,0,0,0
°h§Ð,³\¿üµØ,1997,10,12,11,1,0,1,1,0,0,0,3,0,0.091,0.167,0.091,1,0,0
°h§Ð,ªL¥¿°¶,1997,10,9,7,1,0,0,0,0,0,0,2,0,0,0.125,0,1,0,0
°h§Ð,ªZ«Ø¦{,1997,9,13,12,0,1,2,1,1,0,0,6,1,0.167,0.231,0.25,1,0,0
°h§Ð,¤×¦ùµû,1997,8,12,11,1,5,4,3,0,0,1,4,0,0.364,0.417,0.636,1,0,0
°h§Ð,¼B©ú¦N,1997,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,®]®aÀà,1997,7,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
°h§Ð,Ã¹±Ó­ë,1998,105,440,362,60,35,100,71,24,0,5,61,2,0.276,0.389,0.384,58,6,10
°h§Ð,¼w¥î,1998,105,459,368,79,72,118,64,33,2,19,78,11,0.321,0.43,0.576,64,12,10
°h§Ð,¦w¦¬¦h,1998,105,456,390,65,70,119,78,31,1,9,52,6,0.305,0.39,0.459,48,2,9
°h§Ð,¤ý¶Ç®a,1998,105,427,367,39,46,102,76,16,3,7,46,8,0.278,0.359,0.395,47,0,2
°h§Ð,¶À©¾¸q,1998,105,488,430,46,65,135,98,23,4,10,38,14,0.314,0.38,0.456,45,2,3
°h§Ð,µ£Úz½÷,1998,104,423,386,68,64,116,81,24,1,10,79,15,0.301,0.354,0.446,32,1,1
°h§Ð,½²©ø²»,1998,104,406,349,44,46,102,88,9,4,1,67,13,0.292,0.365,0.35,36,0,6
°h§Ð,©Ç¤O¨k,1998,104,457,354,101,78,137,80,23,3,31,82,0,0.387,0.48,0.732,65,32,2
°h§Ð,ªL©¨«G,1998,103,368,336,23,32,77,62,13,2,0,52,5,0.229,0.263,0.28,16,0,0
°h§Ð,ªL¥ò¬î,1998,103,438,378,60,44,111,73,22,1,15,54,6,0.294,0.378,0.476,50,7,2
°h§Ð,ªLµbÃv,1998,103,455,404,64,69,122,84,30,0,8,82,34,0.302,0.36,0.436,34,2,6
°h§Ð,³¯¸Óµo,1998,103,429,392,56,48,102,63,19,4,16,103,11,0.26,0.313,0.452,27,1,4
°h§Ð,³¯¬F½å,1998,103,368,329,51,41,87,54,24,2,7,70,4,0.264,0.315,0.413,27,1,0
°h§Ð,±i®õ¤s,1998,103,421,372,78,63,120,73,29,4,14,56,27,0.323,0.383,0.535,34,6,5
°h§Ð,³¯·ç®¶,1998,102,395,343,37,46,89,72,14,1,2,44,8,0.259,0.322,0.324,29,0,4
°h§Ð,³¯³s§»,1998,101,399,328,58,72,103,64,16,7,16,74,26,0.314,0.424,0.552,57,1,7
°h§Ð,Âö§§Âí,1998,101,470,426,38,71,120,98,14,8,0,40,53,0.282,0.315,0.352,15,0,7
°h§Ð,¸­§g¼ý,1998,101,359,308,25,27,60,48,10,1,1,71,3,0.195,0.27,0.244,28,0,5
°h§Ð,ªL©ö¼W,1998,99,381,335,18,54,85,69,14,1,1,33,20,0.254,0.327,0.31,31,0,6
°h§Ð,¤j«Ò¤h,1998,99,446,390,29,98,114,77,26,4,7,59,65,0.292,0.368,0.433,44,7,3
°h§Ð,¶ÀÞ£¶©,1998,99,393,347,47,44,123,99,22,1,1,24,13,0.354,0.404,0.432,31,7,1
°h§Ð,Âö¾ð¤ì,1998,98,314,283,29,38,73,59,7,5,2,63,8,0.258,0.308,0.339,17,0,5
°h§Ð,´¿´¼°»,1998,97,342,295,47,43,95,69,21,2,3,46,5,0.322,0.394,0.437,26,1,11
°h§Ð,³¯ª÷­Z,1998,97,396,332,60,52,109,75,26,0,8,35,12,0.328,0.416,0.479,50,2,4
°h§Ð,³¯µaÂ×,1998,96,381,345,22,51,83,75,6,2,0,45,17,0.241,0.291,0.27,23,0,2
°h§Ð,³¯¤j¶¶,1998,95,287,245,37,26,55,32,14,1,8,41,3,0.224,0.302,0.388,28,2,2
°h§Ð,®õ¥Ì¤O,1998,94,395,327,83,66,123,77,25,0,21,63,2,0.376,0.465,0.645,50,10,6
°h§Ð,¬x±Ò®p,1998,93,346,304,45,42,82,61,11,0,10,80,6,0.27,0.344,0.405,34,0,3
°h§Ð,³¯¤å»«,1998,93,313,288,36,36,76,53,15,0,8,68,2,0.264,0.309,0.399,18,0,1
°h§Ð,§d­õ©v,1998,93,343,298,33,35,76,51,20,2,3,53,1,0.255,0.336,0.366,34,1,3
°h§Ð,§õ©~©ú,1998,92,360,320,36,33,86,67,15,1,3,30,4,0.269,0.329,0.35,27,1,2
°h§Ð,³¯©v¨k,1998,92,242,214,17,27,43,37,6,0,0,41,3,0.201,0.274,0.229,21,0,1
°h§Ð,©Ô­¸¤O,1998,91,397,331,42,63,96,71,18,2,5,53,1,0.29,0.394,0.402,41,2,16
°h§Ð,³¯«T©M,1998,91,329,284,38,31,66,46,14,1,5,52,1,0.232,0.318,0.342,35,0,2
°h§Ð,ªLÂE»·,1998,90,297,281,50,35,75,51,13,1,10,58,6,0.267,0.301,0.427,11,0,3
°h§Ð,³¯Ãh¤s,1998,89,284,264,18,26,65,49,13,2,1,46,12,0.246,0.289,0.322,14,0,2
°h§Ð,ªL©É§»,1998,87,233,207,15,22,44,30,8,2,4,61,7,0.213,0.258,0.329,12,1,1
°h§Ð,±i®a»¨,1998,87,310,266,35,34,66,48,11,3,4,47,5,0.248,0.337,0.357,33,1,4
°h§Ð,¤ý®f¯E,1998,86,271,240,36,38,72,53,13,2,4,32,5,0.3,0.356,0.421,16,0,6
°h§Ð,®}¾ã·í,1998,86,292,264,18,24,65,56,9,0,0,26,3,0.246,0.264,0.28,6,0,1
°h§Ð,¬x¼wªÚ,1998,86,272,254,18,21,59,48,8,1,2,73,6,0.232,0.27,0.295,10,0,4
°h§Ð,¤ý¥ú½÷,1998,86,359,334,56,41,102,81,12,0,9,38,5,0.305,0.334,0.422,13,2,3
°h§Ð,ªZ«Ø¦{,1998,85,189,167,15,14,32,25,5,1,1,42,4,0.192,0.259,0.251,10,0,6
°h§Ð,§f¤å¥Í,1998,82,200,173,8,22,41,37,4,0,0,17,1,0.237,0.3,0.26,13,0,3
°h§Ð,³¯·ç©÷,1998,82,296,275,24,27,72,49,16,3,4,43,5,0.262,0.305,0.385,8,1,9
°h§Ð,¯Õ°·½÷,1998,80,92,76,3,24,16,13,2,1,0,24,9,0.211,0.318,0.263,10,0,2
°h§Ð,¦ó?¤Z,1998,79,126,90,4,16,18,18,0,0,0,13,6,0.2,0.36,0.2,21,0,2
°h§Ð,¥¬¹p¯S,1998,79,336,300,64,56,91,60,19,3,9,67,36,0.303,0.366,0.477,27,5,3
°h§Ð,Ã¹°ê¼ý,1998,78,308,263,20,31,65,59,5,1,0,21,1,0.247,0.313,0.274,26,1,0
°h§Ð,±i«Ø¾±,1998,78,272,247,11,29,48,44,4,0,0,37,16,0.194,0.234,0.211,12,0,1
°h§Ð,½²Â×¦w,1998,77,217,206,25,20,46,32,8,1,5,71,1,0.223,0.25,0.345,5,0,3
°h§Ð,¶À¶v·ì,1998,74,197,176,20,18,46,40,5,0,1,30,4,0.261,0.309,0.307,9,0,4
°h§Ð,±i¨ó¶i,1998,74,247,227,22,23,48,43,4,1,0,33,2,0.211,0.23,0.238,4,0,2
°h§Ð,¶À¥ÌÀM,1998,72,273,239,23,34,57,50,4,2,1,36,20,0.238,0.299,0.285,15,0,6
°h§Ð,§ººa®õ,1998,72,173,147,11,10,29,24,5,0,0,25,0,0.197,0.296,0.231,21,1,0
°h§Ð,ªL¥ú¤¤,1998,71,160,137,17,26,31,15,11,2,3,50,5,0.226,0.305,0.401,12,0,4
°h§Ð,§d«ä½å,1998,71,280,252,24,32,66,55,8,1,2,32,2,0.262,0.31,0.325,18,0,0
°h§Ð,³¯¬±¨k,1998,70,126,114,5,14,22,18,4,0,0,24,6,0.193,0.24,0.228,7,0,0
°h§Ð,¬x¥¿´Ü,1998,69,175,146,19,13,28,22,5,0,1,35,2,0.192,0.245,0.247,10,0,1
°h§Ð,¼ï·ç¶¯,1998,68,29,26,2,11,5,3,2,0,0,8,1,0.192,0.25,0.269,2,0,0
°h§Ð,³¯«Ø§ø,1998,66,110,101,7,10,19,17,1,0,1,33,2,0.188,0.255,0.228,8,0,1
°h§Ð,©P¼w½å,1998,65,213,184,12,17,36,33,1,2,0,38,6,0.196,0.284,0.223,19,0,4
°h§Ð,¶À¦Û±j,1998,64,126,117,6,20,31,25,5,1,0,15,3,0.265,0.306,0.325,7,0,0
°h§Ð,³ìªv,1998,64,207,189,23,20,54,37,12,0,5,37,2,0.286,0.338,0.429,13,3,2
°h§Ð,§õ©[­õ,1998,62,126,112,17,10,29,21,8,0,0,19,2,0.259,0.331,0.33,11,0,1
°h§Ð,¤j¼w,1998,59,227,192,30,18,64,42,15,1,6,35,2,0.333,0.431,0.516,26,1,7
°h§Ð,ªQ¤«¶©©÷,1998,58,139,118,19,14,34,26,6,1,1,17,4,0.288,0.374,0.381,16,0,2
°h§Ð,ªkÄõ§J,1998,57,245,212,25,29,55,42,9,1,3,33,4,0.259,0.336,0.354,22,1,4
°h§Ð,¿à±R¥ú,1998,54,115,103,9,14,18,12,6,0,0,12,3,0.175,0.216,0.233,5,0,1
°h§Ð,·¨·Ô°ó,1998,53,57,51,0,7,6,5,1,0,0,17,1,0.118,0.211,0.137,3,0,3
°h§Ð,³\¸tªN,1998,49,198,167,19,22,33,24,5,0,4,35,10,0.198,0.258,0.299,15,0,1
°h§Ð,³ì®p,1998,47,191,146,26,33,47,28,10,1,8,24,12,0.322,0.476,0.568,40,2,3
°h§Ð,ªôÄQ¼ý,1998,47,142,126,10,3,24,18,5,0,1,35,1,0.19,0.262,0.254,13,0,0
°h§Ð,¹ù­z¤¯,1998,47,59,53,7,7,11,7,4,0,0,21,0,0.208,0.276,0.283,4,0,1
°h§Ð,Å]©Ô,1998,44,191,164,11,34,55,39,11,2,3,26,37,0.335,0.415,0.482,20,3,3
°h§Ð,°ª¥¿°¶,1998,44,47,40,0,11,3,2,1,0,0,14,2,0.075,0.178,0.1,3,0,2
°h§Ð,«Â¤O±j,1998,43,149,129,21,17,37,29,6,0,2,22,0,0.287,0.378,0.38,18,0,1
°h§Ð,¾G¤å½å,1998,40,55,40,6,12,12,9,2,1,0,8,6,0.3,0.451,0.4,11,0,0
°h§Ð,§f¹Å©ú,1998,39,105,97,11,8,23,17,6,0,0,17,2,0.237,0.267,0.299,3,0,1
°h§Ð,¥©§J¤O,1998,36,168,146,12,24,45,33,7,2,3,24,15,0.308,0.392,0.445,18,1,2
°h§Ð,°¶®¦,1998,35,109,101,14,9,29,22,3,0,4,25,2,0.287,0.305,0.436,3,4,0
°h§Ð,°¨¤B,1998,33,55,54,7,9,16,12,3,0,1,14,3,0.296,0.309,0.407,1,0,0
°h§Ð,¸³¥Ã¿³,1998,32,80,71,7,7,19,15,4,0,0,15,1,0.268,0.342,0.324,7,0,1
°h§Ð,³¯«T´¼,1998,30,41,39,1,1,8,7,1,0,0,7,1,0.205,0.22,0.231,1,0,0
°h§Ð,ªL¥¿°¶,1998,30,40,33,1,8,7,7,0,0,0,8,1,0.212,0.316,0.212,4,0,1
°h§Ð,¥d¤º°ò,1998,29,123,116,16,22,41,31,7,0,3,21,4,0.353,0.38,0.491,4,0,1
°h§Ð,¦w©T,1998,29,105,94,16,18,28,20,4,1,3,15,0,0.298,0.356,0.457,6,1,3
°h§Ð,¶P«G¼w,1998,28,122,117,17,21,37,29,5,0,3,28,6,0.316,0.344,0.436,4,0,1
°h§Ð,ªü¬¥º¿,1998,28,97,86,7,11,19,15,3,0,1,11,1,0.221,0.292,0.291,8,0,1
°h§Ð,¦h¤O¤h,1998,27,69,62,7,3,17,14,3,0,0,20,0,0.274,0.328,0.323,5,0,0
°h§Ð,³¯¨¦·½,1998,25,27,24,0,3,4,3,0,1,0,9,0,0.167,0.259,0.25,2,0,1
°h§Ð,¬ù·æ,1998,24,108,95,10,14,29,22,5,2,0,10,3,0.305,0.358,0.4,8,1,1
°h§Ð,»¨«Â,1998,24,80,72,5,11,19,13,6,0,0,12,7,0.264,0.284,0.347,2,0,0
°h§Ð,§d¬f¾±,1998,23,67,60,2,5,10,9,0,1,0,11,0,0.167,0.219,0.2,2,0,2
°h§Ð,§dÁnªZ,1998,23,49,46,2,2,10,8,1,0,1,11,1,0.217,0.25,0.304,0,0,2
°h§Ð,»¨§§,1998,22,68,59,9,7,18,12,3,0,3,9,0,0.305,0.388,0.508,8,0,0
°h§Ð,Å]¤O¼Ú,1998,21,64,54,9,5,13,9,2,0,2,15,0,0.241,0.349,0.389,9,1,0
°h§Ð,±iÞ³,1998,21,46,42,0,2,8,7,1,0,0,13,0,0.19,0.261,0.214,4,0,0
°h§Ð,³ì§¢¨º,1998,21,65,56,6,7,16,9,5,0,2,18,0,0.286,0.385,0.482,7,0,2
°h§Ð,¥d¨È¤O,1998,17,36,36,8,6,11,7,1,0,3,11,2,0.306,0.306,0.583,0,0,0
°h§Ð,ªô¥ø±l,1998,17,22,20,4,4,5,4,1,0,0,8,0,0.25,0.25,0.3,0,0,0
°h§Ð,¹p¼Ú´µ,1998,17,33,30,2,4,8,6,1,1,0,6,0,0.267,0.303,0.367,2,0,0
°h§Ð,§õ©ú¾±,1998,17,14,12,1,5,1,1,0,0,0,3,1,0.083,0.214,0.083,2,0,0
°h§Ð,¤R³sµn,1998,16,43,37,3,5,12,9,2,0,1,10,0,0.324,0.419,0.459,6,0,0
°h§Ð,¤O§J±j,1998,15,43,36,2,5,10,10,0,0,0,3,1,0.278,0.395,0.278,7,0,0
°h§Ð,§d¬L½÷,1998,15,20,20,2,0,3,2,1,0,0,9,0,0.15,0.15,0.2,0,0,0
°h§Ð,§J©Ô§J,1998,15,42,36,1,3,11,7,4,0,0,5,0,0.306,0.39,0.417,4,1,1
°h§Ð,¼Ú®m¨k,1998,14,14,12,1,1,0,0,0,0,0,1,0,0,0.071,0,1,0,0
°h§Ð,¯«¯u¤ô,1998,14,16,16,1,3,8,6,2,0,0,1,1,0.5,0.5,0.625,0,0,0
°h§Ð,¹p»X¤O,1998,13,27,26,1,2,6,4,2,0,0,12,0,0.231,0.259,0.308,1,0,0
°h§Ð,³¢«Û¬f,1998,13,10,7,2,0,3,3,0,0,0,3,0,0.429,0.6,0.429,3,0,0
°h§Ð,¶¾¤åÀs,1998,12,12,12,0,0,2,2,0,0,0,6,0,0.167,0.167,0.167,0,0,0
°h§Ð,³¯¬L»Ê,1998,12,5,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
°h§Ð,¤ý«O¤å,1998,10,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,¤ý¸t¹ý,1998,9,7,7,0,1,1,1,0,0,0,2,0,0.143,0.143,0.143,0,0,0
°h§Ð,ªL¦Ê¦ë,1998,8,9,8,3,0,2,2,0,0,0,1,0,0.25,0.25,0.25,0,0,0
°h§Ð,­Jªø»¨,1998,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
°h§Ð,°qµR¤O,1998,7,18,18,1,1,2,2,0,0,0,6,1,0.111,0.111,0.111,0,0,0
°h§Ð,°¶¨Ó,1998,7,28,27,3,3,6,4,2,0,0,3,0,0.222,0.25,0.296,1,0,0
°h§Ð,¦¿©É¼w,1998,7,11,11,2,1,3,3,0,0,0,3,1,0.273,0.273,0.273,0,0,0
°h§Ð,¼w¥î,1999,94,407,329,68,51,106,67,18,2,19,78,12,0.322,0.428,0.562,57,12,6
°h§Ð,³¯Ãh¤s,1999,94,409,364,27,55,95,76,14,5,0,57,12,0.261,0.326,0.327,35,0,1
°h§Ð,³¯¬F½å,1999,92,339,298,54,31,88,66,18,0,4,52,7,0.295,0.354,0.396,29,0,2
°h§Ð,½²©ø²»,1999,92,400,352,29,53,77,60,15,0,2,61,12,0.219,0.296,0.278,30,0,11
°h§Ð,¥d¤º°ò,1999,91,375,349,35,41,106,80,22,2,2,60,3,0.304,0.343,0.395,18,4,3
°h§Ð,¸­§g¼ý,1999,91,324,287,29,34,74,64,8,2,0,53,8,0.258,0.31,0.3,13,1,10
°h§Ð,¦Ê¼Ö,1999,90,400,367,41,60,111,81,12,7,11,71,34,0.302,0.349,0.463,25,4,2
°h§Ð,³¯µaÂ×,1999,90,306,270,22,33,65,55,8,2,0,33,10,0.241,0.296,0.285,21,0,1
°h§Ð,¶À©¾¸q,1999,90,378,329,39,45,93,61,25,4,3,35,20,0.283,0.357,0.41,32,5,7
°h§Ð,¤ý¥ú½÷,1999,89,363,325,41,33,70,52,10,0,8,38,4,0.215,0.28,0.32,27,2,4
°h§Ð,­Jªø»¨,1999,88,387,362,7,39,88,76,11,1,0,48,28,0.243,0.278,0.279,15,0,3
°h§Ð,Âö¾ð¤ì,1999,88,309,276,29,35,67,53,11,1,2,53,11,0.243,0.287,0.312,18,0,0
°h§Ð,³¯³s§»,1999,87,362,299,50,57,99,66,21,7,5,70,13,0.331,0.435,0.498,54,2,3
°h§Ð,Âö§§Âí,1999,87,364,329,24,44,80,63,11,4,2,37,51,0.243,0.274,0.319,7,0,7
°h§Ð,ªL©¨«G,1999,87,356,314,19,28,74,62,10,2,0,41,6,0.236,0.284,0.28,21,0,0
°h§Ð,±i®õ¤s,1999,87,366,327,70,60,105,73,12,3,17,45,18,0.321,0.376,0.532,23,7,7
°h§Ð,³¯¸Óµo,1999,86,357,310,35,51,98,69,13,7,9,59,8,0.316,0.401,0.49,43,1,1
°h§Ð,Ã¹±Ó­ë,1999,86,304,259,39,29,67,45,15,0,7,52,3,0.259,0.336,0.398,29,5,4
°h§Ð,±i¨ó¶i,1999,86,340,322,22,29,78,62,15,1,0,48,3,0.242,0.264,0.295,5,0,5
°h§Ð,¤ý¶Ç®a,1999,86,300,257,28,37,61,45,9,2,5,50,6,0.237,0.33,0.346,33,1,3
°h§Ð,¶À¥ÌÀM,1999,85,329,290,30,50,93,74,12,4,3,28,54,0.321,0.379,0.421,22,1,7
°h§Ð,³¯¤å»«,1999,85,324,287,38,38,77,53,11,2,11,69,11,0.268,0.336,0.436,29,2,2
